pIC50,maxaasN,AATS6m,AATS5v,AATS5e,AATS5i,ATSC8c,ATSC5m,ATSC5e,ATSC6p,ATSC8i,ATSC3s,AATSC8c,AATSC4v,AATSC3e,AATSC4p,AATSC2i,MATS4m,MATS5e,MATS8i,MATS5s,GATS5c,GATS5m,GATS5e,GATS5p,GATS6i,GATS5s,VE2_Dze,VR3_Dzp,SpMax5_Bhs,AVP-7,SsOH,nHdsCH,minHBint10,minsF,maxHBint10,ETA_EtaP_F,BIC3,MIC5,ZMIC5,khs.aasN,MDEC-34,MDEO-12,MDEN-23,MLFER_A,piPC2,nF12Ring,GGI3,JGI3,WTPT-4
6.259637311,0.0,112.75727832432432,218.3079177164404,8.666324449,163.44536653459048,-0.01684865,764.6856606967897,1.1112420951248514,0.7332575,-10.18085416,-4.75939772,-0.000468,-3.94149222,-0.025938316,-0.011092858,-0.281809336,-0.15302749,0.157619332362944,-0.189907774,-0.281414882,1.1209480347789136,0.93684348522186,0.9862495379573636,1.0401630017276349,0.7847702943068026,1.4954236006928463,0.0004816267603659,10.43727810562724,3.7736385657293994,0.00601266,9.747843799807784,0,5.731246788908225,0.0,5.731246788908225,1.12389,0.9125536634448932,53.78049438751361,28.990366108024418,0,0.0,0.0,0.1999999999999999,0.2970000000000001,4.043051268,0,1.625,0.05078125,9.929058491706549
4.535734066,0.0,61.53790005785122,171.4137098729525,7.293818166666678,159.3943434100725,0.0714209,1700.3269343564025,0.6525524917355364,-4.718515877,-5.27536105,-3.306108063,0.0007935655565541,-4.679900851,-0.003500499,-0.045707216,0.3782801860594686,-0.068626112,0.1453962258312258,-0.038192006,0.1470581834073909,0.8149391150475278,0.6299777773497622,0.6798545175985838,0.7249836643765237,1.091679286531558,0.7583575030852955,0.013148330657533,11.846196450920592,2.908404547422505,0.0147531845446818,0.0,0,0.0,0.0,0.0,0.73908,0.7834832319252222,41.03872835790791,26.727248317419576,0,0.0,0.0,0.0,0.003,4.060443010546419,0,1.1875,0.0289634146341463,0.0
5.332547047,0.0,43.23028360344821,133.84236241867342,7.556320031007759,167.28824160567132,0.151558956406632,-436.424977,-2.948479373,1.830417595,-0.36351225,-17.78018272,0.0005966888047505,-4.110553302,-0.000764,-0.032912276,0.1387797684735898,0.0208666749546097,-0.215323354,-0.001037595,-0.201003161,1.5400732992049313,1.1058855073803768,1.7816720260542942,0.8200984794463227,0.8796288035743798,1.877199737306238,5.714383214982423e-18,52.44495646725001,3.8770937639009055,0.0113579477043391,9.557615656484185,0,0.0,0.0,0.0,0.91911,0.6823238587499771,31.32759686192008,43.31930474132171,0,2.032530992618459,0.0,0.0,0.259,4.262679877041316,0,3.25,0.06372549,7.465317734919296
5.4202164,0.0,167.27663292105262,247.1240700673021,8.909795645833334,161.32704299906456,0.040126019,-48.28996097,1.000022918367348,-1.049586234,-6.142144172,-7.216403497,0.001114612,-3.037920022,-0.021003942,-0.005932817,-0.251385941,0.065551155,0.1377985107477606,-0.132391513,-0.023517904,1.0513618216195015,1.0068283658068116,0.9566898611678356,1.1701116543125971,0.8014208443525744,1.4278814645287945,0.003022225,10.736440057782344,3.578888107051281,0.006754313,20.48161289149862,0,0.0,0.0,0.0,1.10162,0.8884208584245435,67.62689554129793,35.541401552721865,0,0.0,0.0,0.0,0.7400000000000001,4.110873864173311,0,2.6875,0.070723684,7.6188254566667615
4.301029996,0.0,68.94397684615377,171.98849296135552,7.662007259259268,162.29677335609807,-0.10292901,1195.1957195697182,1.939521664932364,11.55081991188924,-25.48710226,7.321499381217266,-0.00088,-3.852075593,-0.006811841,-0.005189361,0.3044883019936326,0.043597126,0.1715869664575438,-0.143237194,0.093844049,0.9385528221525612,0.8660998191038985,0.8899369200323826,1.0091554901875797,0.8338373930226053,1.0222339543242722,0.0119390499955465,20.78255412769554,3.510670061786079,0.005909219,0.0,1,0.0,0.0,0.0,1.08673,0.8335551373163747,47.37063791565325,30.778693009452407,0,0.0,0.090909091,1.105209449592116,0.003,4.4942386252808095,0,2.6875,0.0455508474576271,5.642723641683956
5.083019953,0.0,111.62811246489372,204.3892892737861,8.270680094117656,166.2738426428898,-0.10106269,-2461.098519,2.021618818594104,-1.107628046,-20.75979056,76.46575844931553,-0.001203127,4.6681126880458015,0.0335321519274376,0.0346083877075229,-0.466075269,-0.001644229,0.1477826469318454,-0.079977724,0.1392559020204691,1.2770030613821657,1.036534230066176,0.8791395342663341,1.031075762939404,1.0955518700823612,0.9167071043384054,0.0102775624324287,16.385747039259453,3.925038900116872,0.006064273,0.0,0,0.0,13.65623527,0.0,0.97807,0.8718973250571013,60.19012462468428,32.38313742744428,0,0.0,0.3333333333333333,0.0,0.158,4.189654742026425,0,2.0972222222222223,0.051151762,5.515079010627492
5.598599459,0.0,40.09837663440862,135.5929372002124,7.3887660740740895,164.5015000540606,-0.000444,-110.9057357,-0.362491828,1.739421889211432,-20.12277128,-3.811166644,-5.62e-06,-8.291368426,-0.009725896,-0.032290345,-0.051547071,-0.185684929,-0.054444359,-0.16943703,-0.099422863,0.9557648288301884,1.0027001998505285,0.9235896932562034,1.02715815452503,0.7395537500460985,0.8960835381436257,2.886579864025407e-17,36.271838288952985,3.434341870776292,0.0106194349447351,0.0,0,0.0,0.0,0.0,0.87874,0.7215719452811812,31.056814286406983,37.68010679529673,0,0.0,0.0,0.0,0.357,4.043051268,0,0.875,0.02734375,6.135740189608926
5.903089987,0.0,148.4878354556923,253.20468574899851,8.044304294117651,152.44719761542066,-0.018879888,192.2983557,-0.054126127,-8.526143692,-3.481965046,-6.453317372,-0.000343,4.361287090142534,-0.013716892,0.2484709529063143,-0.243119509,0.1901190946057818,-0.008037861,-0.042247955,-0.205078218,1.0207556564471818,0.832633523,1.0774545055490896,1.012163664452234,1.0170031295763469,1.670097343,0.00124878,17.475163825389085,3.5188367292049607,0.00791185,10.27090786385062,0,0.3673881011084345,0.0,0.3673881011084345,1.02883,0.8668553829306839,85.60519149368956,42.07519813598714,0,0.0,0.2519763153394848,0.0,0.183,4.324132656254979,0,2.0625,0.0491071428571428,8.219371123544253
4.397940009,0.0,93.50055843589745,181.78976642326623,8.236308041666662,164.5152991,-0.138836858,23.953113209181964,-2.286615648,1.0825201515086886,-1.981575599,-14.98317232,-0.003856579,-8.09092686,-0.017709796,-0.049532384,-0.285475849,-0.070905665,-0.448094818,-0.038152122,-0.438569128,1.7763097979204228,0.4336210676832227,1.846622954351157,0.5569357922464373,0.7908937336392975,2.0340205750830465,0.007073376,8.325599918722013,3.3363405104609365,0.007125785,19.14482279331486,0,0.0,0.0,0.0,0.9688,0.846972343,49.99113184249053,30.45095910282769,0,0.0,0.0,0.0,0.2460000000000001,3.8918202981106265,0,1.6875,0.064903846,7.630738293159654
5.35753548,2.3664992231460484,77.83502607276796,242.62111017161328,7.662173470588241,152.75928199557347,0.09308066,-38.41906083,-0.289151425,-5.85974787,-24.67094315,-2.597279378,0.001825111,-1.514428261,-0.008352625,0.0174746215275757,-0.255064958,-0.088529223,-0.056679056,-0.199185939,-0.024488472,1.0388519381101131,0.8632681149871374,0.6104603540155303,0.8071322017606417,0.8909156843798641,0.411083038,0.005428785,12.134567604806834,3.0131985342582217,0.009201086,0.0,0,0.0,13.16436608848666,0.0,0.91329,0.860846151,44.50028344042071,25.201084500898617,1,0.0,0.0,0.6324555320336759,0.003,4.237723145067448,0,1.3819444444444446,0.0431857638888888,0.0
4.301029996,0.0,35.96175270491815,136.9263667898242,7.311741030303039,161.6085575776136,-0.011695101,-134.7863788,-0.186248258,-2.3705994,7.260142682114301,5.583803238070827,-0.000127,-6.584600433,0.005841446,-0.023242503,-0.089357834,-0.145363538,-0.029739949,0.0572763017627492,-0.005734731,0.966823724458152,1.0089513596704056,1.0410900048277836,1.0427770906175775,1.057339497651958,0.9758527226653624,0.001298046,13.60661734780328,3.2432909717934284,0.0135069325769338,10.21249606324011,0,0.0,0.0,0.0,0.70225,0.8433885052156889,35.79989768,20.97119028470437,0,0.0,0.3333333333333333,0.0,0.1019999999999999,3.9889840465642745,0,0.8125,0.023897059,5.601224940697142
5.080921908,0.0,62.30916595555561,183.45093774868369,7.405912470588247,154.43142417842324,-0.05002261,279.4707268047334,0.1857081656804723,1.8551997318086848,-12.56067449,-3.489005771,-0.000676,-11.25431834,-0.001058364,-0.0453166,-0.091180782,-0.231960703,0.03519303,-0.124698721,0.042421849,0.9647891837014184,0.9198435127051086,0.9179163106174478,1.0269685208721475,0.9160359873805456,0.9127341240672886,2.172175482962263e-17,33.370052734216785,3.2383299956912865,0.007616369,20.70237654320988,0,0.0,0.0,0.0,1.03927,0.6742542403101952,33.28496447213156,34.21729968839224,0,0.0,0.0,0.0,1.089,4.343805421853684,0,1.5,0.0375,5.157549797935776
4.301029996,0.0,56.62036371186444,180.8745077333637,7.568421508196721,158.19526473696706,-0.049080622,137.09310036328128,0.5554469999999998,1.692341555128039,-1.696315213,-5.921549479,-0.00106697,-3.216135294,-0.006789627,-0.017641707,-0.116258687,-0.057540195,0.1875016298248194,-0.023912278,0.046862841,0.8684970065991131,0.9249468137818988,1.066381045405295,1.014833486884991,0.941016700321898,1.3437907852180115,0.005339908,9.382090134253872,2.9690175925490103,0.006454884,0.0,1,0.0,0.0,0.0,0.87755,0.8633089283127308,36.90527737631099,20.670958593344352,0,0.0,0.0,0.0,0.283,3.984343667007772,0,2.055555555555556,0.079059829,2.5769946213375503
5.185086819,0.0,54.268825638400045,159.9623324501548,7.832890519480521,165.13260274493442,0.1043613583209078,32.05086027776201,-0.478452672,2.56990671503094,-19.31422896,-21.96558301,0.0008027796793915,-3.465254447,-0.009879212,-0.026663167,-0.042773308,-0.005280032,-0.029537006,-0.08131609,-0.031557896,1.0767540252464465,0.9938504292246372,1.0786923302429692,0.935990697,0.8985663019833955,1.2081725751717478,0.0125152697840636,18.46441698217967,3.970062999730475,0.006927644,10.285716203932257,1,5.140092525921401,13.695871222911446,5.140092525921401,0.98925,0.8601251382977517,42.77243518921472,27.19488650333642,0,0.0,0.3218297948685432,0.4127409061118283,0.7470000000000001,4.366278277705742,0,3.430555555555552,0.068611111,10.653054695860115
5.225921199,0.0,58.832587742268096,200.1656856520365,7.6330728380952415,153.54409989037214,-0.027634552,-329.5183246,0.5369693333333297,-1.915452536,1.4759920817632424,-0.578274527,-0.000468,-9.004061025,-0.005532343,-0.036744698,0.5178078556237694,-0.172095345,0.053389601,0.0172530214974091,0.001163373,0.7515106511245103,1.0373510397016112,0.643153621,1.163298734,1.0180704971019912,0.7482347970483336,0.001457319,14.824338276606667,3.3034370340997508,0.006519031,0.0,0,0.0,0.0,0.0,1.00793,0.7784129093154316,44.77994600711941,24.229844706289786,1,0.0,0.0,0.0,0.003,4.4942386252808095,0,1.8819444444444449,0.039207176,12.393707501067816
4.597996691,0.0,51.27931760204087,165.4416810375438,7.268757944444456,157.2713043,0.017948321,-11.67780563,-0.005422475,1.4072886858360336,-4.05851041,0.5098747396044687,0.0004273409792616,-7.757446043,0.00529283,-0.035469744,0.1048072651817869,-0.080715083,-0.001123797,-0.069824919,-0.06651248,0.900033568,0.6901480011921445,0.5947838535069719,0.9507593418800416,0.999438287,1.0815726726999175,5.8298442776105744e-06,10.293242168409666,2.8531109591980366,0.0126014326982493,0.0,0,0.0,0.0,0.0,0.77944,0.8390074624169804,42.714712566090505,23.333578639200848,0,0.0,0.0,0.0,0.09,3.951243718581428,0,1.4375,0.0422794117647058,0.0
5.513286224,0.0,142.61816307692305,171.21608253340602,8.760023167,168.22516661303646,0.0,320.9346374459834,-0.378649028,1.155768072184162,0.0,-6.070833761,0.0,-8.30357444,-0.024247708,-0.036289479,-0.067799508,-0.199541711,-0.099616971,0.0,-0.356675582,1.251318430907219,1.0414437973579351,1.2254499907633027,1.2238398919030944,0.5182371225613739,1.472956499259951,0.008864502,7.969907913093228,3.723180390488589,0.006823313,0.0,2,0.0,0.0,0.0,1.0041,0.8712434003252322,45.48932028417939,26.03910587721077,0,0.0,0.0,0.0,0.003,3.817712325956905,0,1.451388888888889,0.069113757,9.803035741852929
7.15490196,2.357264739229025,58.44814766415107,207.89443661103124,7.729122195121945,156.09886213370723,-0.201356133,-821.6806106,-1.21451674,-5.405320575,-43.61420977,-2.582956344,-0.000977,1.2516756058270984,0.001317207,0.002216582,0.1693750445657447,0.0310499981804454,-0.077448527,-0.137048149,-0.006956609,1.114781502372221,1.0472768637228942,1.1648831395523975,1.0136075373884998,1.0723429621572054,0.7928756707879742,0.00970625,21.38415044365078,3.600172888233533,0.005232025,0.0,0,0.0,0.0,0.0,1.13893,0.8365257515340417,44.95858644,25.481419152420223,2,4.714452358865576,0.2519763153394848,0.894427191,0.537,4.787491742782046,7,4.840277777777772,0.056944444,8.616323703192897
5.22863303,0.0,80.543232,296.5085961654479,8.61093075,154.24920188935835,0.0,-4920.799629,-0.067745667,-4.257028291,0.0,-0.949652111,0.0,-6.165228467,0.007985837,-0.101753923,0.4113088224136927,-0.073045442,-0.090692324,0.0,-0.079239933,0.6824755409682955,1.7483709138484926,1.3071778830981706,2.188048945083778,1.0342497238851176,1.0779271307310176,0.0117995037174696,5.782941021287526,2.179988399711565,0.0152209911470588,0.0,0,0.0,0.0,0.0,0.54773,0.8591267203743844,111.91812844658848,51.57095586203245,0,0.0,0.0,0.0,0.416,3.743604353803183,0,1.3055555555555554,0.059343434,0.0
5.70863115,0.0,45.414066895953766,194.5020155308821,7.308389000000004,152.17232929645462,0.0482084825307434,-211.1122054,-0.466520094,-6.082002317,-8.447721959,-2.131886734,0.0003371222554597,3.073476776586523,0.0007678746280906,0.0121158546545285,0.3080180489528514,0.061548549072129,-0.113361727,-0.041985166,-0.060002775,0.9311892699422122,1.0262763733892746,1.1579048054372172,0.9795705570346676,1.1283416977942635,1.0970680725120223,0.016084917,16.438490538315364,3.327750349473486,0.008163079,0.0,0,0.0,0.0,0.0,0.97839,0.7444026961792504,36.15433267637047,25.49504300860236,0,0.0,0.0,0.0,0.003,4.255612709818223,0,1.75,0.0426829268292682,3.0494057106471715
5.64685345,0.0,45.414066895953766,194.5020155308821,7.308389000000004,152.1723292964548,0.048208483,-211.1122054,-0.466520094,-6.082002317,-8.447721959,-2.131886734,0.0003371222554597,3.0734767765865243,0.0007678746280906,0.0121158546545285,0.3080180489528523,0.061548549,-0.113361727,-0.041985166,-0.060002775,0.9311892699422124,1.0262763733892746,1.157904805437218,0.979570557034668,1.1283416977942633,1.0970680725120223,0.016084917,16.438490538315364,3.327750349473485,0.008163079,0.0,0,0.0,0.0,0.0,0.97839,0.7444026961792504,36.15433267637047,25.49504300860236,0,0.0,0.0,0.0,0.003,4.255612709818223,0,1.75,0.0426829268292682,3.049405711
4.574791949,0.0,52.74159843703706,155.73911591903092,7.195437203947377,159.33083627397465,0.032358082,1074.8344270203756,0.2095305555555569,4.889026208246472,-34.69427202,0.062254731,0.0002568101732186,-4.73263855,-0.00123955,-0.023665581,0.123775298776973,-0.067206284,0.072807345,-0.173424563,0.096728758,0.7718488084746296,0.7269208696095867,0.7973583782451078,0.7901734934462833,0.8479094679472962,0.8073419715957736,0.015435808836305,13.044134330904658,3.0098810828487443,0.0156339933509471,0.0,0,0.0,0.0,0.0,0.65513,0.8664823210069145,39.803752357626216,25.38994723749034,0,0.0,0.0,0.0,0.003,4.094344562,0,1.5,0.035714286,0.0
5.029188389,0.0,60.16280819075151,203.6404179,7.372197368421056,151.98540446424687,-0.030258921,353.91102021052774,-0.351203392,-3.438837259,-9.546674164,-2.535997992,-0.000212,4.47704005,-0.000978,0.0206671580606652,0.2977524304461411,0.08937267,-0.061725875,-0.048005694,-0.076630863,0.9117186502326606,0.8372223019293851,1.0128406570347546,0.8868376860525817,1.1119907518017091,1.1102069643655217,0.0158456229443911,17.23808187435784,3.323443016171063,0.008862752,0.0,0,0.0,0.0,0.0,0.97934,0.752314813,39.67832186,26.90310165204916,0,0.0,0.0,0.0,0.003,4.269697449699962,0,1.75,0.0416666666666666,3.0498577063552155
5.09366496,0.0,36.16466194681948,131.51777431044837,7.733097180811812,166.12400140243454,-0.0809725,-934.1815404,-2.874748696,5.819233995,8.237447051585763,49.31961662075295,-0.000757,-11.44121284,0.0101441618985179,-0.047689526,0.05696074,-0.207914793,-0.082851372,0.045847345,-0.090370544,0.9834103806312896,1.086410995116121,1.0693506694706203,1.0199935385756915,0.7589711482862898,1.054233444,0.001561033,15.780971406900877,4.461655282018632,0.0107431888885276,42.10226029642348,3,1.39701426362492,16.777430634290752,2.701617182003476,0.75071,0.905289751004856,41.076893,23.504475064086197,0,11.125685095016234,0.0,0.0,0.4219999999999998,4.143134726391533,0,5.798611111111109,0.082837302,15.06492699568797
5.083546051,0.0,178.3397148636364,259.16493024095263,7.989545041666666,150.94806927848387,-0.028605702,-598.3718004,0.00711112,-0.790522989,9.898732061,-1.451199512,-0.000894,-2.13784307,0.002060736,0.0139508573241322,-0.430728498,-0.158807314,0.001579501,0.1981573318410623,0.1763605563312552,0.8991952115698097,1.133413997170401,0.9270333328065696,1.063584202666075,1.1314554836709236,0.683793682,0.001387353,10.198316737560424,2.8567177467558507,0.008155511,0.0,0,0.0,0.0,0.0,0.9322,0.8922319619646988,58.38766559666956,30.274358982263703,0,0.0,0.0,0.0,0.416,4.154969184038536,0,1.854166666666667,0.0561868686868686,3.134558549708704
4.641494089,0.0,65.89318588982317,159.6849216677075,7.477436441379318,164.24487479306043,-0.06975535,569.3811827684152,1.7836867089497168,-7.810645053,-39.71503722,22.745846599256527,-0.000623,-0.784439171,-0.001711959,-0.005785183,0.825382338,-0.040998867,0.108734501,-0.128102859,0.044647743,0.705536118,0.8510005212080684,0.5343914417530026,0.8899552259631566,1.0790341356195905,0.5465886322561037,0.017594473,15.889276688709243,3.7557664622313434,0.011788931,0.0,0,0.0,13.295569077275598,0.0,0.84149,0.8006304090204073,40.49423849271844,32.67901990686621,0,1.540669567683089,0.0,0.0,0.003,4.189654742026425,0,1.75,0.038043478,0.0
5.393081474,0.0,45.80594140322583,169.60911277362072,7.570832656250014,158.41058077472144,0.6200278145502307,-806.2581943,-1.88224328,-7.530291154,3.4595157097054288,-4.626359749,0.004246766,8.615281901148228,-0.000918,0.0283018907488229,0.3345604620683861,0.1875692620969058,-0.380413443,0.015653528,-0.263867608,1.5864943039371966,0.974701898,2.3748258872332566,0.7748778195067408,1.2056814105113671,1.8659642737486144,0.005697173,11.667299054459422,3.4636220374173794,0.008708874,10.678083722343532,1,0.0,0.0,0.0,0.82545,0.5978170254990335,32.229468971669114,35.62120990661337,0,4.205157689489642,0.0,0.0,0.5609999999999999,3.979681653901961,0,2.75,0.078571429,2.5579211626897966
6.045757491,0.0,41.35112156896556,168.6576488456771,7.571640400000013,158.09898364726217,0.6144404340342122,-945.15682,-1.802312913,-6.548900221,-6.999052457,-0.299125654,0.004619853,10.27835859497378,-0.000484,0.033203113,0.4019743223006921,0.2499324243845687,-0.382311482,-0.036158461,-0.206582618,1.5359971890403117,1.2846296210111652,2.3994322619092614,0.9516912474507798,1.2098045171535192,1.4476960993924233,0.005333219,11.610059759387118,3.4420608866230933,0.008336151,10.582301114890402,1,0.0,0.0,0.0,0.84686,0.5524930892118366,28.869235529414944,35.46516063214006,0,4.065851364889782,0.0,0.0,0.384,3.9415818076696905,0,2.625,0.079545455,2.557693322228872
4.301029996,0.0,28.61585012350607,125.1735625882462,7.164456084,163.46715968084283,-0.149072928,-85.25565284,0.062792909,1.2979870220715417,-27.90663592,-1.136442223,-0.000776,-8.031618911,-0.002402154,-0.02909643,0.037727261,-0.170049851,0.004432937,-0.107046951,-0.001931302,0.6460410370419594,0.9354182964136184,0.5718460563601141,1.0015341038397354,0.9183900515552884,0.4980645765156464,0.0110509165038612,20.00475375384612,3.570411289,0.017152649,0.0,0,-0.093636033,0.0,0.0,0.54775,0.8485343494942291,36.73297742735092,25.635024797167432,0,2.5532913065050677,0.1052631578947368,0.1428571428571428,0.09,4.255612709818223,0,3.208333333333332,0.054378531,7.855378489892782
5.101823517,0.0,104.77235862500004,235.3613553828241,8.117680771929829,156.89534491141984,0.0134752967556248,-140.5308491,-0.064091974,0.2882091237178404,-4.936817526,0.4057269766617215,0.000286708441609,0.080895392,-0.003293307,0.004940441,-0.348868259,-0.07096519,-0.011816394,-0.067151995,-0.186617648,0.924059682,0.9564570479973804,1.1082712600242492,0.9344970849261888,0.9385087233594436,1.836061398701012,0.002660139,18.5184241755156,3.089071253866293,0.005681505,0.0,0,0.3826869284642522,0.0,0.3826869284642522,1.07221,0.9234316263382446,52.61513470362516,26.965373574796413,0,0.0,0.1428571428571428,0.0,-0.008,4.197201947661808,0,1.25,0.036764706,5.688157002791135
6.342944147,1.2761824452003023,70.41372061536795,179.96228061654736,8.114631967,169.79721671136625,0.008309621,-282.6597553,-1.414099537,-0.447690629,7.912532767,-32.6238951,0.0001362233006713,-6.394018461,-0.013557529,-0.031211038,-0.072244299,-0.056341264,-0.071775837,0.040744961,-0.078353718,1.0379542913051427,1.0573062105887214,1.0015170464768306,0.962143431,0.938127443194168,0.9985295444804078,0.001710266,14.66632461688632,3.980022597998396,0.006032278,11.294389644746788,0,0.0,13.271357954849115,0.0,1.12718,0.8990224399504124,46.52322275206512,26.020917468357936,1,3.1473451902649443,0.0,1.3828831385677642,0.348,4.208417018481948,0,2.9097222222222223,0.070968835,2.5840588407775824
5.243668233,0.0,43.33156348360659,147.4777233629668,7.207820882352952,160.78733336022634,0.023502717,642.3513877063992,0.3381197983999997,-1.390482694,-5.884380971,-2.493555556,0.0002196515618034,-5.958998049,-0.003478346,-0.024824102,0.0301883555170054,-0.097723631,0.083223855,-0.038831413,0.057241303,0.9066993267173912,0.8360683198845057,0.8539854751084242,0.8987891841202249,1.015294648025955,0.8620673961115518,0.004396419,13.25324282544448,3.364583624691647,0.0104339742819222,0.0,0,0.0,0.0,0.0,0.87809,0.7776956835439182,35.90999481896265,24.095090957990447,0,0.0,0.0,0.0,0.003,4.189654742026425,0,1.125,0.03125,2.5663191538932715
5.721475035,0.0,47.96209343859655,176.94941565645908,7.757458333,157.85341528033737,-0.03211208,-162.5240077,-0.20481,-5.336771746,13.889229931052617,18.044718424479168,-0.000917,4.559225875085421,-0.003312303,0.008157977,0.0198025890999599,0.1418270884657197,-0.032563789,0.290625625957838,-0.087718842,0.9873234715001352,1.0664651868595765,1.213838916724958,0.920258939,1.329203931209033,1.3964184877088008,0.009003817,8.970318738,3.1328944312043654,0.007111491,0.0,0,0.0,0.0,0.0,0.79877,0.7779735947752244,36.46278224756098,23.279417186688697,0,1.7854903269264255,0.447213595,0.0,0.003,3.901972669574645,0,2.0,0.060606061,8.204022680878897
